UF,Sexo,Idade,Cor,Anos.de.Estudo,Renda,Altura
Mato Grosso do Sul,Masculino,76,Parda,15 anos ou mais,1500,1.81
Mato Grosso do Sul,Masculino,31,Parda,11 anos,1316,1.84
Mato Grosso do Sul,Feminino,55,Branca,5 anos,1000,1.79
Mato Grosso do Sul,Feminino,34,Branca,15 anos ou mais,2200,1.62
Mato Grosso do Sul,Masculino,36,Branca,7 anos,1200,1.63
Mato Grosso do Sul,Masculino,60,Parda,11 anos,1200,1.68
Mato Grosso do Sul,Masculino,42,Parda,7 anos,1209,1.69
Mato Grosso do Sul,Feminino,18,Parda,10 anos,700,1.65
Mato Grosso do Sul,Masculino,49,Parda,4 anos,1200,1.62
Mato Grosso do Sul,Feminino,40,Parda,11 anos,1200,1.71
Mato Grosso do Sul,Masculino,55,Branca,6 anos,1500,1.73
Mato Grosso do Sul,Feminino,18,Parda,8 anos,890,1.7
Mato Grosso do Sul,Masculino,65,Parda,6 anos,800,1.52
Mato Grosso do Sul,Feminino,28,Parda,11 anos,1200,1.58
Mato Grosso do Sul,Masculino,66,Branca,10 anos,1200,1.75
Mato Grosso do Sul,Feminino,54,Parda,Sem instrução e menos de um ano,400,1.65
Mato Grosso do Sul,Masculino,33,Branca,11 anos,2500,1.61
Mato Grosso do Sul,Masculino,39,Branca,11 anos,2000,1.68
Mato Grosso do Sul,Feminino,38,Branca,15 anos ou mais,1800,1.74
Mato Grosso do Sul,Masculino,43,Branca,11 anos,1700,1.66
Mato Grosso do Sul,Feminino,41,Branca,8 anos,788,1.71
Mato Grosso do Sul,Feminino,34,Branca,12 anos,1250,1.72
Mato Grosso do Sul,Feminino,51,Branca,4 anos,800,1.72
Mato Grosso do Sul,Masculino,52,Parda,8 anos,2000,1.77
Mato Grosso do Sul,Feminino,57,Parda,8 anos,600,1.72
Mato Grosso do Sul,Feminino,43,Parda,11 anos,788,1.8
Mato Grosso do Sul,Feminino,72,Parda,8 anos,600,1.77
Mato Grosso do Sul,Feminino,71,Parda,Sem instrução e menos de um ano,400,1.66
Mato Grosso do Sul,Feminino,26,Parda,6 anos,865,1.77
Mato Grosso do Sul,Feminino,50,Parda,15 anos ou mais,3000,1.79
Mato Grosso do Sul,Feminino,62,Branca,15 anos ou mais,2500,1.7
Mato Grosso do Sul,Feminino,49,Branca,15 anos ou mais,5000,1.79
Mato Grosso do Sul,Masculino,19,Branca,11 anos,1200,1.73
Mato Grosso do Sul,Masculino,48,Branca,15 anos ou mais,4000,1.62
Mato Grosso do Sul,Masculino,62,Branca,15 anos ou mais,4500,1.69
Mato Grosso do Sul,Masculino,37,Branca,8 anos,1800,1.63
Mato Grosso do Sul,Masculino,49,Branca,15 anos ou mais,4000,1.73
Mato Grosso do Sul,Masculino,41,Parda,15 anos ou mais,4500,1.86
Mato Grosso do Sul,Masculino,45,Preta,14 anos,5000,1.75
Mato Grosso do Sul,Masculino,26,Branca,11 anos,1800,1.74
Mato Grosso do Sul,Masculino,33,Branca,8 anos,1200,1.67
Mato Grosso do Sul,Masculino,30,Branca,11 anos,1200,1.65
Mato Grosso do Sul,Masculino,25,Branca,13 anos,2800,1.66
Mato Grosso do Sul,Feminino,44,Branca,11 anos,1300,1.78
Mato Grosso do Sul,Masculino,47,Branca,10 anos,3000,1.76
Mato Grosso do Sul,Masculino,31,Branca,11 anos,1200,1.68
Mato Grosso do Sul,Feminino,36,Branca,4 anos,788,1.74
Mato Grosso do Sul,Masculino,57,Parda,15 anos ou mais,8000,1.68
Mato Grosso do Sul,Feminino,46,Branca,15 anos ou mais,2500,1.8
Mato Grosso do Sul,Masculino,46,Branca,11 anos,1500,1.77
Mato Grosso do Sul,Masculino,40,Branca,11 anos,1800,1.69
Mato Grosso do Sul,Feminino,47,Branca,15 anos ou mais,3000,1.62
Mato Grosso do Sul,Masculino,40,Parda,4 anos,1200,1.56
Mato Grosso do Sul,Feminino,35,Parda,11 anos,500,1.83
Mato Grosso do Sul,Feminino,32,Parda,11 anos,450,1.83
Mato Grosso do Sul,Feminino,59,Parda,11 anos,788,1.69
Mato Grosso do Sul,Feminino,48,Parda,1 ano,800,1.63
Mato Grosso do Sul,Masculino,72,Parda,3 anos,1250,1.65
Mato Grosso do Sul,Masculino,48,Branca,8 anos,2000,1.69
Mato Grosso do Sul,Feminino,41,Parda,11 anos,2000,1.69
Mato Grosso do Sul,Feminino,45,Parda,Sem instrução e menos de um ano,100,1.69
Mato Grosso do Sul,Masculino,62,Parda,9 anos,1200,1.71
Mato Grosso do Sul,Feminino,24,Parda,8 anos,800,1.84
Mato Grosso do Sul,Feminino,43,Parda,11 anos,2000,1.59
Mato Grosso do Sul,Feminino,36,Preta,8 anos,1000,1.74
Mato Grosso do Sul,Feminino,47,Parda,4 anos,788,1.69
Mato Grosso do Sul,Feminino,52,Preta,11 anos,800,1.76
Mato Grosso do Sul,Feminino,58,Branca,14 anos,3200,1.66
Mato Grosso do Sul,Masculino,45,Branca,15 anos ou mais,8000,1.75
Mato Grosso do Sul,Masculino,45,Preta,15 anos ou mais,1200,1.7
Mato Grosso do Sul,Masculino,59,Branca,4 anos,1100,1.71
Mato Grosso do Sul,Masculino,36,Branca,9 anos,1600,1.68
Mato Grosso do Sul,Masculino,44,Parda,11 anos,6500,1.52
Mato Grosso do Sul,Masculino,48,Parda,11 anos,3000,1.6
Mato Grosso do Sul,Masculino,55,Parda,11 anos,4000,1.71
Mato Grosso do Sul,Feminino,28,Parda,11 anos,1007,1.62
Mato Grosso do Sul,Masculino,47,Branca,7 anos,2600,1.72
Mato Grosso do Sul,Feminino,59,Parda,11 anos,600,1.69
Mato Grosso do Sul,Masculino,52,Branca,11 anos,1700,1.74
Mato Grosso do Sul,Masculino,64,Branca,6 anos,1400,1.74
Mato Grosso do Sul,Feminino,47,Branca,8 anos,788,1.66
Mato Grosso do Sul,Masculino,37,Parda,11 anos,1500,1.48
Mato Grosso do Sul,Feminino,26,Branca,15 anos ou mais,500,1.64
Mato Grosso do Sul,Masculino,35,Parda,12 anos,1500,1.7
Mato Grosso do Sul,Feminino,42,Parda,Sem instrução e menos de um ano,1500,1.68
Mato Grosso do Sul,Feminino,29,Branca,15 anos ou mais,3050,1.62
Mato Grosso do Sul,Masculino,39,Parda,11 anos,3000,1.6
Mato Grosso do Sul,Masculino,51,Parda,8 anos,2000,1.7
Mato Grosso do Sul,Feminino,49,Parda,8 anos,788,1.61
Mato Grosso do Sul,Masculino,28,Branca,11 anos,3000,1.55
Mato Grosso do Sul,Masculino,18,Parda,8 anos,1800,1.81
Mato Grosso do Sul,Masculino,47,Preta,8 anos,1800,1.73
Mato Grosso do Sul,Masculino,34,Branca,15 anos ou mais,4000,1.63
Mato Grosso do Sul,Feminino,69,Preta,6 anos,1100,1.79
Mato Grosso do Sul,Feminino,23,Branca,11 anos,1200,1.61
Mato Grosso do Sul,Feminino,54,Parda,8 anos,160,1.69
Mato Grosso do Sul,Feminino,46,Branca,6 anos,1600,1.57
Mato Grosso do Sul,Masculino,48,Parda,8 anos,1800,1.75
Mato Grosso do Sul,Feminino,31,Parda,11 anos,894,1.66
Mato Grosso do Sul,Masculino,47,Branca,4 anos,1500,1.72
Mato Grosso do Sul,Feminino,45,Branca,11 anos,400,1.65
Mato Grosso do Sul,Feminino,36,Parda,8 anos,500,1.88
Mato Grosso do Sul,Masculino,37,Parda,5 anos,1400,1.73
Mato Grosso do Sul,Masculino,48,Parda,1 ano,900,1.72
Mato Grosso do Sul,Masculino,45,Preta,6 anos,788,1.82
Mato Grosso do Sul,Masculino,33,Branca,5 anos,1500,1.62
Mato Grosso do Sul,Masculino,44,Branca,7 anos,933,1.7
Mato Grosso do Sul,Masculino,25,Branca,11 anos,1169,1.75
Mato Grosso do Sul,Feminino,44,Parda,Sem instrução e menos de um ano,788,1.76
Mato Grosso do Sul,Masculino,53,Parda,3 anos,933,1.76
Mato Grosso do Sul,Masculino,35,Branca,11 anos,1200,1.79
Mato Grosso do Sul,Masculino,25,Preta,11 anos,4500,1.72
Mato Grosso do Sul,Masculino,23,Preta,11 anos,2000,1.61
Mato Grosso do Sul,Feminino,55,Parda,Sem instrução e menos de um ano,800,1.56
Mato Grosso do Sul,Feminino,43,Branca,11 anos,800,1.75
Mato Grosso do Sul,Feminino,58,Preta,3 anos,1000,1.72
Mato Grosso do Sul,Masculino,20,Preta,8 anos,800,1.65
Mato Grosso do Sul,Feminino,50,Parda,11 anos,1450,1.62
Mato Grosso do Sul,Feminino,40,Parda,4 anos,1100,1.69
Mato Grosso do Sul,Feminino,39,Branca,12 anos,2100,1.71
Mato Grosso do Sul,Masculino,21,Parda,11 anos,1050,1.78
Mato Grosso do Sul,Feminino,35,Parda,1 ano,788,1.77
Mato Grosso do Sul,Feminino,37,Parda,12 anos,1400,1.69
Mato Grosso do Sul,Feminino,29,Branca,13 anos,1100,1.64
Mato Grosso do Sul,Masculino,49,Preta,4 anos,2600,1.65
Mato Grosso do Sul,Masculino,32,Parda,6 anos,1200,1.69
Mato Grosso do Sul,Feminino,48,Branca,15 anos ou mais,1600,1.78
Mato Grosso do Sul,Masculino,31,Branca,4 anos,2200,1.78
Mato Grosso do Sul,Masculino,49,Branca,7 anos,1200,1.73
Mato Grosso do Sul,Feminino,43,Parda,2 anos,300,1.52
Mato Grosso do Sul,Masculino,66,Parda,2 anos,1200,1.77
Mato Grosso do Sul,Feminino,31,Branca,11 anos,780,1.74
Mato Grosso do Sul,Feminino,31,Branca,15 anos ou mais,2000,1.62
Mato Grosso do Sul,Feminino,49,Parda,13 anos,940,1.64
Mato Grosso do Sul,Feminino,37,Branca,7 anos,950,1.56
Mato Grosso do Sul,Masculino,44,Parda,9 anos,800,1.74
Mato Grosso do Sul,Feminino,40,Parda,8 anos,750,1.64
Mato Grosso do Sul,Feminino,61,Branca,4 anos,350,1.71
Mato Grosso do Sul,Feminino,39,Parda,15 anos ou mais,4000,1.71
Mato Grosso do Sul,Masculino,61,Branca,8 anos,1500,1.71
Mato Grosso do Sul,Feminino,48,Parda,11 anos,700,1.69
Mato Grosso do Sul,Feminino,49,Branca,10 anos,2500,1.66
Mato Grosso do Sul,Masculino,52,Amarela,14 anos,7500,1.55
Mato Grosso do Sul,Masculino,52,Branca,11 anos,788,1.63
Mato Grosso do Sul,Feminino,78,Branca,3 anos,100,1.67
Mato Grosso do Sul,Masculino,63,Branca,11 anos,4000,1.68
Mato Grosso do Sul,Masculino,74,Branca,4 anos,2500,1.81
Mato Grosso do Sul,Masculino,53,Parda,9 anos,2000,1.63
Mato Grosso do Sul,Feminino,31,Branca,15 anos ou mais,3000,1.66
Mato Grosso do Sul,Masculino,43,Parda,10 anos,2300,1.77
Mato Grosso do Sul,Masculino,33,Branca,11 anos,2300,1.8
Mato Grosso do Sul,Feminino,33,Branca,15 anos ou mais,3400,1.67
Mato Grosso do Sul,Masculino,34,Branca,15 anos ou mais,8000,1.59
Mato Grosso do Sul,Masculino,60,Branca,4 anos,1500,1.69
Mato Grosso do Sul,Masculino,55,Branca,15 anos ou mais,2000,1.64
Mato Grosso do Sul,Masculino,22,Branca,9 anos,2500,1.92
Mato Grosso do Sul,Masculino,55,Branca,15 anos ou mais,4800,1.67
Mato Grosso do Sul,Masculino,74,Branca,15 anos ou mais,6500,1.76
Mato Grosso do Sul,Masculino,38,Branca,15 anos ou mais,8000,1.72
Mato Grosso do Sul,Masculino,24,Branca,11 anos,2000,1.59
Mato Grosso do Sul,Feminino,27,Branca,15 anos ou mais,3000,1.7
Mato Grosso do Sul,Masculino,29,Branca,15 anos ou mais,3500,1.65
Mato Grosso do Sul,Masculino,43,Branca,11 anos,1300,1.79
Mato Grosso do Sul,Masculino,40,Branca,15 anos ou mais,5000,1.68
Mato Grosso do Sul,Masculino,43,Branca,11 anos,1200,1.68
Mato Grosso do Sul,Masculino,56,Branca,11 anos,2100,1.63
Mato Grosso do Sul,Feminino,48,Branca,15 anos ou mais,3000,1.74
Mato Grosso do Sul,Masculino,37,Branca,11 anos,3000,1.81
Mato Grosso do Sul,Masculino,21,Branca,9 anos,1600,1.75
Mato Grosso do Sul,Masculino,52,Parda,11 anos,10000,1.64
Mato Grosso do Sul,Masculino,61,Parda,4 anos,2800,1.71
Mato Grosso do Sul,Masculino,43,Preta,9 anos,1500,1.71
Mato Grosso do Sul,Masculino,34,Branca,11 anos,3000,1.57
Mato Grosso do Sul,Feminino,41,Branca,11 anos,1000,1.8
Mato Grosso do Sul,Masculino,37,Branca,11 anos,5000,1.84
Mato Grosso do Sul,Masculino,33,Parda,11 anos,1250,1.66
Mato Grosso do Sul,Masculino,62,Parda,4 anos,1500,1.62
Mato Grosso do Sul,Masculino,24,Parda,15 anos ou mais,3800,1.65
Mato Grosso do Sul,Masculino,42,Branca,7 anos,2200,1.77
Mato Grosso do Sul,Masculino,34,Parda,5 anos,3000,1.71
Mato Grosso do Sul,Masculino,39,Parda,14 anos,1200,1.79
Mato Grosso do Sul,Masculino,41,Branca,5 anos,1400,1.59
Mato Grosso do Sul,Feminino,46,Parda,11 anos,480,1.68
Mato Grosso do Sul,Feminino,38,Preta,11 anos,2300,1.74
Mato Grosso do Sul,Feminino,38,Parda,11 anos,3500,1.67
Mato Grosso do Sul,Masculino,57,Parda,15 anos ou mais,3000,1.71
Mato Grosso do Sul,Masculino,40,Branca,11 anos,1200,1.77
Mato Grosso do Sul,Masculino,27,Parda,12 anos,3200,1.71
Mato Grosso do Sul,Feminino,37,Branca,15 anos ou mais,2500,1.82
Mato Grosso do Sul,Feminino,44,Branca,11 anos,2000,1.85
Mato Grosso do Sul,Masculino,59,Branca,15 anos ou mais,3500,1.73
Mato Grosso do Sul,Masculino,56,Branca,15 anos ou mais,4000,1.83
Mato Grosso do Sul,Feminino,25,Parda,15 anos ou mais,10000,1.61
Mato Grosso do Sul,Masculino,34,Preta,11 anos,2800,1.63
Mato Grosso do Sul,Masculino,53,Branca,11 anos,3000,1.63
Mato Grosso do Sul,Masculino,70,Branca,15 anos ou mais,5000,1.71
Mato Grosso do Sul,Feminino,47,Parda,13 anos,1000,1.64
Mato Grosso do Sul,Feminino,52,Branca,11 anos,788,1.68
Mato Grosso do Sul,Masculino,50,Branca,11 anos,6000,1.74
Mato Grosso do Sul,Feminino,47,Parda,11 anos,3500,1.67
Mato Grosso do Sul,Feminino,49,Parda,5 anos,600,1.52
Mato Grosso do Sul,Masculino,45,Parda,8 anos,2000,1.77
Mato Grosso do Sul,Feminino,52,Preta,15 anos ou mais,1300,1.81
Mato Grosso do Sul,Masculino,53,Branca,15 anos ou mais,1500,1.87
Mato Grosso do Sul,Masculino,42,Branca,11 anos,800,1.72
Mato Grosso do Sul,Masculino,60,Branca,11 anos,2200,1.68
Mato Grosso do Sul,Masculino,47,Parda,15 anos ou mais,8000,1.8
Mato Grosso do Sul,Masculino,61,Parda,4 anos,1500,1.62
Mato Grosso do Sul,Feminino,56,Parda,1 ano,500,1.74
Mato Grosso do Sul,Masculino,44,Parda,8 anos,3500,1.82
Mato Grosso do Sul,Masculino,24,Parda,11 anos,1200,1.5
Mato Grosso do Sul,Masculino,49,Parda,7 anos,1800,1.62
Mato Grosso do Sul,Masculino,30,Branca,15 anos ou mais,2500,1.59
Mato Grosso do Sul,Feminino,57,Branca,3 anos,850,1.78
Mato Grosso do Sul,Feminino,64,Parda,11 anos,788,1.77
Mato Grosso do Sul,Masculino,40,Parda,5 anos,2000,1.63
Mato Grosso do Sul,Masculino,32,Branca,8 anos,1600,1.76
Mato Grosso do Sul,Masculino,33,Parda,11 anos,2300,1.58
Mato Grosso do Sul,Feminino,31,Branca,15 anos ou mais,2500,1.55
Mato Grosso do Sul,Masculino,49,Branca,11 anos,1600,1.76
Mato Grosso do Sul,Feminino,44,Parda,11 anos,820,1.62
Mato Grosso do Sul,Feminino,47,Branca,11 anos,1250,1.68
Mato Grosso do Sul,Masculino,46,Branca,4 anos,1500,1.7
Mato Grosso do Sul,Masculino,49,Preta,8 anos,2000,1.7
Mato Grosso do Sul,Feminino,28,Parda,11 anos,800,1.69
Mato Grosso do Sul,Feminino,66,Branca,11 anos,780,1.74
Mato Grosso do Sul,Feminino,63,Parda,9 anos,740,1.74
Mato Grosso do Sul,Feminino,42,Parda,11 anos,1200,1.57
Mato Grosso do Sul,Feminino,53,Parda,5 anos,788,1.74
Mato Grosso do Sul,Masculino,37,Branca,11 anos,1700,1.82
Mato Grosso do Sul,Masculino,58,Branca,11 anos,800,1.68
Mato Grosso do Sul,Masculino,40,Parda,11 anos,1780,1.56
Mato Grosso do Sul,Masculino,37,Branca,14 anos,4500,1.71
Mato Grosso do Sul,Masculino,33,Branca,15 anos ou mais,5000,1.69
Mato Grosso do Sul,Feminino,46,Preta,11 anos,1500,1.71
Mato Grosso do Sul,Feminino,49,Parda,7 anos,4000,1.77
Mato Grosso do Sul,Masculino,42,Parda,15 anos ou mais,2500,1.68
Mato Grosso do Sul,Feminino,30,Parda,11 anos,3000,1.67
Mato Grosso do Sul,Feminino,47,Branca,11 anos,3500,1.74
Mato Grosso do Sul,Masculino,48,Branca,11 anos,8000,1.7
Mato Grosso do Sul,Masculino,26,Parda,13 anos,2500,1.68
Mato Grosso do Sul,Feminino,63,Branca,8 anos,1000,1.69
Mato Grosso do Sul,Masculino,31,Parda,8 anos,2000,1.74
Mato Grosso do Sul,Masculino,30,Parda,15 anos ou mais,4000,1.63
Mato Grosso do Sul,Feminino,47,Parda,Sem instrução e menos de um ano,1200,1.83
Mato Grosso do Sul,Masculino,44,Branca,10 anos,3000,1.69
Mato Grosso do Sul,Feminino,60,Branca,Sem instrução e menos de um ano,788,1.72
Mato Grosso do Sul,Feminino,64,Parda,4 anos,788,1.8
Mato Grosso do Sul,Masculino,49,Branca,15 anos ou mais,1800,1.8
Mato Grosso do Sul,Feminino,36,Branca,11 anos,3000,1.78
Mato Grosso do Sul,Masculino,65,Branca,11 anos,300,1.66
Mato Grosso do Sul,Masculino,55,Branca,11 anos,2000,1.66
Mato Grosso do Sul,Masculino,54,Parda,11 anos,1200,1.6
Mato Grosso do Sul,Feminino,58,Branca,Sem instrução e menos de um ano,788,1.76
Mato Grosso do Sul,Feminino,54,Parda,11 anos,1600,1.7
Mato Grosso do Sul,Feminino,47,Parda,15 anos ou mais,900,1.66
Mato Grosso do Sul,Feminino,44,Branca,15 anos ou mais,2500,1.79
Mato Grosso do Sul,Masculino,25,Branca,11 anos,3300,1.78
Mato Grosso do Sul,Feminino,63,Parda,3 anos,400,1.71
Mato Grosso do Sul,Masculino,58,Parda,11 anos,1500,1.71
Mato Grosso do Sul,Masculino,47,Parda,15 anos ou mais,3000,1.6
Mato Grosso do Sul,Masculino,30,Parda,15 anos ou mais,7000,1.62
Mato Grosso do Sul,Masculino,80,Parda,1 ano,600,1.86
Mato Grosso do Sul,Feminino,33,Parda,11 anos,1100,1.63
Mato Grosso do Sul,Feminino,19,Branca,11 anos,1200,1.6
Mato Grosso do Sul,Feminino,40,Branca,11 anos,1300,1.72
Mato Grosso do Sul,Feminino,56,Parda,Sem instrução e menos de um ano,250,1.61
Mato Grosso do Sul,Masculino,28,Branca,8 anos,1200,1.72
Mato Grosso do Sul,Masculino,58,Parda,11 anos,1500,1.7
Mato Grosso do Sul,Masculino,40,Branca,13 anos,2500,1.74
Mato Grosso do Sul,Masculino,28,Parda,11 anos,2500,1.78
Mato Grosso do Sul,Masculino,63,Branca,11 anos,3000,1.54
Mato Grosso do Sul,Masculino,23,Parda,14 anos,1900,1.63
Mato Grosso do Sul,Masculino,40,Parda,11 anos,5000,1.81
Mato Grosso do Sul,Feminino,28,Preta,11 anos,970,1.69
Mato Grosso do Sul,Feminino,57,Parda,11 anos,3180,1.56
Mato Grosso do Sul,Masculino,42,Branca,8 anos,1400,1.58
Mato Grosso do Sul,Masculino,31,Parda,11 anos,1500,1.74
Mato Grosso do Sul,Masculino,35,Branca,15 anos ou mais,1200,1.76
Mato Grosso do Sul,Masculino,36,Parda,11 anos,2000,1.7
Mato Grosso do Sul,Feminino,40,Parda,9 anos,2000,1.71
Mato Grosso do Sul,Masculino,22,Parda,11 anos,1040,1.88
Mato Grosso do Sul,Masculino,37,Parda,11 anos,2500,1.79
Mato Grosso do Sul,Masculino,58,Parda,7 anos,1500,1.69
Mato Grosso do Sul,Masculino,33,Branca,15 anos ou mais,2000,1.65
Mato Grosso do Sul,Feminino,34,Parda,11 anos,350,1.76
Mato Grosso do Sul,Masculino,69,Branca,4 anos,450,1.78
Mato Grosso do Sul,Feminino,55,Branca,11 anos,2500,1.83
Mato Grosso do Sul,Masculino,22,Parda,5 anos,1100,1.81
Mato Grosso do Sul,Feminino,49,Parda,5 anos,788,1.8
Mato Grosso do Sul,Masculino,21,Parda,11 anos,1400,1.75
Mato Grosso do Sul,Masculino,47,Parda,8 anos,788,1.62
Mato Grosso do Sul,Feminino,47,Branca,11 anos,800,1.75
Mato Grosso do Sul,Masculino,57,Branca,11 anos,3000,1.67
Mato Grosso do Sul,Feminino,74,Branca,8 anos,1000,1.59
Mato Grosso do Sul,Masculino,47,Branca,11 anos,1600,1.73
Mato Grosso do Sul,Masculino,43,Branca,11 anos,2500,1.64
Mato Grosso do Sul,Feminino,48,Parda,15 anos ou mais,4000,1.6
Mato Grosso do Sul,Masculino,40,Parda,11 anos,3800,1.7
Mato Grosso do Sul,Feminino,53,Parda,15 anos ou mais,6000,1.78
Mato Grosso do Sul,Feminino,36,Parda,14 anos,950,1.81
Mato Grosso do Sul,Masculino,54,Branca,15 anos ou mais,5000,1.73
Mato Grosso do Sul,Masculino,50,Parda,7 anos,2400,1.88
Mato Grosso do Sul,Feminino,59,Branca,11 anos,700,1.69
Mato Grosso do Sul,Feminino,22,Branca,13 anos,0,1.54
Mato Grosso do Sul,Masculino,46,Parda,11 anos,1000,1.52
Mato Grosso do Sul,Feminino,23,Parda,7 anos,1200,1.79
Mato Grosso do Sul,Masculino,55,Branca,12 anos,2500,1.62
Mato Grosso do Sul,Masculino,46,Parda,11 anos,2000,1.76
Mato Grosso do Sul,Masculino,53,Branca,9 anos,6000,1.61
Mato Grosso do Sul,Feminino,64,Parda,12 anos,1200,1.71
Mato Grosso do Sul,Masculino,61,Branca,3 anos,800,1.79
Mato Grosso do Sul,Masculino,31,Parda,11 anos,1300,1.67
Mato Grosso do Sul,Feminino,31,Parda,11 anos,1100,1.63
Mato Grosso do Sul,Feminino,60,Parda,11 anos,994,1.65
Mato Grosso do Sul,Feminino,48,Parda,11 anos,788,1.7
Mato Grosso do Sul,Masculino,22,Parda,11 anos,1600,1.67
Mato Grosso do Sul,Feminino,44,Branca,11 anos,788,1.63
Mato Grosso do Sul,Masculino,25,Parda,9 anos,780,1.69
Mato Grosso do Sul,Masculino,52,Parda,2 anos,1200,1.64
Mato Grosso do Sul,Masculino,33,Parda,Não determinados,750,1.58
Mato Grosso do Sul,Feminino,30,Parda,2 anos,700,1.61
Mato Grosso do Sul,Masculino,44,Parda,11 anos,750,1.64
Mato Grosso do Sul,Feminino,28,Parda,Sem instrução e menos de um ano,900,1.76
Mato Grosso do Sul,Feminino,53,Branca,15 anos ou mais,5000,1.59
Mato Grosso do Sul,Masculino,36,Parda,11 anos,3500,1.83
Mato Grosso do Sul,Masculino,59,Parda,15 anos ou mais,4000,1.68
Mato Grosso do Sul,Feminino,28,Branca,15 anos ou mais,600,1.79
Mato Grosso do Sul,Feminino,34,Parda,15 anos ou mais,3800,1.76
Mato Grosso do Sul,Feminino,29,Parda,11 anos,1060,1.72
Mato Grosso do Sul,Masculino,33,Parda,12 anos,4200,1.66
Mato Grosso do Sul,Masculino,29,Parda,11 anos,2000,1.81
Mato Grosso do Sul,Feminino,48,Branca,11 anos,1062,1.61
Mato Grosso do Sul,Feminino,32,Parda,13 anos,450,1.78
Mato Grosso do Sul,Masculino,52,Parda,11 anos,1000,1.72
Mato Grosso do Sul,Feminino,37,Parda,11 anos,1500,1.76
Mato Grosso do Sul,Masculino,23,Branca,13 anos,5000,1.6
Mato Grosso do Sul,Feminino,36,Branca,11 anos,3000,1.75
Mato Grosso do Sul,Masculino,49,Branca,8 anos,1500,1.66
Mato Grosso do Sul,Masculino,47,Parda,2 anos,300,1.79
Mato Grosso do Sul,Masculino,47,Parda,8 anos,1600,1.89
Mato Grosso do Sul,Feminino,42,Parda,11 anos,1331,1.76
Mato Grosso do Sul,Feminino,47,Branca,10 anos,800,1.76
Mato Grosso do Sul,Feminino,50,Parda,15 anos ou mais,5870,1.69
Mato Grosso do Sul,Masculino,61,Parda,Sem instrução e menos de um ano,900,1.64
Mato Grosso do Sul,Feminino,48,Branca,4 anos,889,1.79
Mato Grosso do Sul,Masculino,70,Branca,8 anos,5000,1.61
Mato Grosso do Sul,Masculino,44,Parda,Sem instrução e menos de um ano,1000,1.56
Mato Grosso do Sul,Feminino,61,Branca,15 anos ou mais,0,1.82
Mato Grosso do Sul,Masculino,49,Parda,1 ano,1700,1.79
Mato Grosso do Sul,Feminino,50,Branca,3 anos,1250,1.61
Mato Grosso do Sul,Feminino,35,Parda,4 anos,300,1.62
Mato Grosso do Sul,Masculino,43,Branca,4 anos,874,1.74
Mato Grosso do Sul,Masculino,34,Branca,11 anos,3400,1.68
Mato Grosso do Sul,Feminino,29,Parda,11 anos,500,1.74
Mato Grosso do Sul,Feminino,55,Parda,11 anos,2400,1.65
Mato Grosso do Sul,Masculino,44,Parda,5 anos,800,1.61
Mato Grosso do Sul,Masculino,34,Preta,9 anos,1200,1.6
Mato Grosso do Sul,Masculino,39,Parda,2 anos,1200,1.81
Mato Grosso do Sul,Masculino,24,Parda,8 anos,915,1.84
Mato Grosso do Sul,Masculino,36,Parda,9 anos,800,1.68
Mato Grosso do Sul,Masculino,26,Branca,11 anos,1700,1.69
Mato Grosso do Sul,Masculino,74,Parda,1 ano,1300,1.63
Mato Grosso do Sul,Masculino,38,Parda,11 anos,1800,1.61
Mato Grosso do Sul,Feminino,41,Parda,7 anos,1200,1.57
Mato Grosso do Sul,Masculino,56,Branca,4 anos,2000,1.7
Mato Grosso do Sul,Masculino,33,Branca,15 anos ou mais,2500,1.67
Mato Grosso do Sul,Masculino,62,Parda,Sem instrução e menos de um ano,840,1.69
Mato Grosso do Sul,Feminino,46,Branca,11 anos,1600,1.66
Mato Grosso do Sul,Masculino,39,Parda,15 anos ou mais,5700,1.69
Mato Grosso do Sul,Masculino,50,Branca,15 anos ou mais,1300,1.8
Mato Grosso do Sul,Masculino,64,Parda,Sem instrução e menos de um ano,1300,1.7
Mato Grosso do Sul,Feminino,33,Parda,2 anos,300,1.68
Mato Grosso do Sul,Masculino,21,Branca,11 anos,1100,1.57
Mato Grosso do Sul,Masculino,51,Branca,4 anos,850,1.79
Mato Grosso do Sul,Masculino,65,Branca,2 anos,400,1.66
Mato Grosso do Sul,Masculino,39,Parda,4 anos,1400,1.81
Mato Grosso do Sul,Feminino,57,Parda,2 anos,350,1.63
Mato Grosso do Sul,Feminino,29,Parda,Sem instrução e menos de um ano,150,1.49
Mato Grosso do Sul,Masculino,49,Branca,15 anos ou mais,5000,1.78
Mato Grosso do Sul,Masculino,26,Parda,8 anos,900,1.77
Mato Grosso do Sul,Masculino,38,Amarela,8 anos,1200,1.84
Mato Grosso do Sul,Masculino,33,Branca,11 anos,1600,1.68
Mato Grosso do Sul,Masculino,64,Branca,4 anos,1800,1.75
Mato Grosso do Sul,Masculino,56,Parda,4 anos,1600,1.64
Mato Grosso do Sul,Masculino,56,Parda,4 anos,600,1.71
Mato Grosso do Sul,Feminino,64,Parda,4 anos,300,1.66
Mato Grosso do Sul,Masculino,46,Branca,15 anos ou mais,700,1.74
Mato Grosso do Sul,Masculino,47,Amarela,15 anos ou mais,5000,1.63
